Admin_Unit_Code,Sub_Unit_Code,Site_Name,Plot_Name,Location_Type,Year,Date,Start_Time,End_Time,Observer,Visit,Interval_Length,ID_Method,Distance,Flyover_Observed,Sex,Common_Name,Scientific_Name,AcceptedTSN,Taxon_Code,AOU_Code,PIF_Watchlist_Status,Regional_Stewardship_Status,Temperature,Humidity,Sky,Wind,Disturbance,Initial_Three_Min_Cnt,Habitat,Previously_Obs,Month,Year_from_Date,Start_Hour
ANTI,NA,ANTI 2,ANTI-0190,Forest,2018,2018-06-26,1900-01-01 08:13:50,1900-01-01 08:23:50,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,Unknown,Mourning Dove,Zenaida macroura,177125.0,82737.0,MODO,False,False,21.2999992370605,69.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Forest,Undetermined,6,2018,8
ANTI,NA,ANTI 2,ANTI-0190,Forest,2018,2018-06-26,1900-01-01 08:13:50,1900-01-01 08:23:50,Elizabeth Oswald,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Indigo Bunting,Passerina cyanea,179150.0,94257.0,INBU,False,True,21.2999992370605,69.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Forest,Undetermined,6,2018,8
ANTI,NA,ANTI 2,ANTI-0190,Forest,2018,2018-06-26,1900-01-01 08:13:50,1900-01-01 08:23:50,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Field Sparrow,Spizella pusilla,179443.0,84790.0,FISP,False,True,21.2999992370605,69.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Forest,Undetermined,6,2018,8
ANTI,NA,ANTI 2,ANTI-0190,Forest,2018,2018-06-26,1900-01-01 08:13:50,1900-01-01 08:23:50,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Grasshopper Sparrow,Ammodramus savannarum,179333.0,83867.0,GRSP,False,False,21.2999992370605,69.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Forest,Undetermined,6,2018,8
ANTI,NA,ANTI 2,ANTI-0190,Forest,2018,2018-06-26,1900-01-01 08:13:50,1900-01-01 08:23:50,Elizabeth Oswald,2,0-2.5 min,Calling,<= 50 Meters,False,Unknown,Eastern Kingbird,Tyrannus tyrannus,178279.0,85757.0,EAKI,False,False,21.2999992370605,69.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Forest,Undetermined,6,2018,8
ANTI,NA,ANTI 2,ANTI-0194,Forest,2018,2018-06-26,1900-01-01 10:30:50,1900-01-01 10:40:50,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,Unknown,Acadian Flycatcher,Empidonax virescens,178339.0,85824.0,ACFL,False,True,25.1000003814697,67.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,True,Forest,Undetermined,6,2018,10
ANTI,NA,ANTI 2,ANTI-0194,Forest,2018,2018-06-26,1900-01-01 10:30:50,1900-01-01 10:40:50,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Wood Thrush,Hylocichla mustelina,179777.0,87156.0,WOTH,True,True,25.1000003814697,67.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,True,Forest,Undetermined,6,2018,10
ANTI,NA,ANTI 2,ANTI-0194,Forest,2018,2018-06-26,1900-01-01 10:30:50,1900-01-01 10:40:50,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Red-eyed Vireo,Vireo olivaceus,179021.0,93587.0,REVI,False,False,25.1000003814697,67.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,True,Forest,Undetermined,6,2018,10
ANTI,NA,ANTI 2,ANTI-0194,Forest,2018,2018-06-26,1900-01-01 10:30:50,1900-01-01 10:40:50,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Northern Parula,Setophaga americana,950033.0,890949.0,NOPA,False,False,25.1000003814697,67.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,True,Forest,Undetermined,6,2018,10
ANTI,NA,ANTI 2,ANTI-0194,Forest,2018,2018-06-26,1900-01-01 10:30:50,1900-01-01 10:40:50,Elizabeth Oswald,2,0-2.5 min,Calling,<= 50 Meters,False,Unknown,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,25.1000003814697,67.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,True,Forest,Undetermined,6,2018,10
ANTI,NA,ANTI 2,ANTI-0194,Forest,2018,2018-06-26,1900-01-01 10:30:50,1900-01-01 10:40:50,Elizabeth Oswald,2,7.5 - 10 min,Singing,<= 50 Meters,False,Undetermined,Brown-headed Cowbird,Molothrus ater,179112.0,94215.0,BHCO,False,False,25.1000003814697,67.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,False,Forest,Undetermined,6,2018,10
ANTI,NA,ANTI 2,ANTI-0194,Forest,2018,2018-06-26,1900-01-01 10:30:50,1900-01-01 10:40:50,Elizabeth Oswald,2,2.5 - 5 min,Calling,<= 50 Meters,False,Unknown,American Goldfinch,Spinus tristis,179236.0,95300.0,AMGO,False,False,25.1000003814697,67.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,False,Forest,Undetermined,6,2018,10
ANTI,NA,ANTI 2,ANTI-0194,Forest,2018,2018-06-26,1900-01-01 10:30:50,1900-01-01 10:40:50,Elizabeth Oswald,2,0-2.5 min,Calling,<= 50 Meters,False,Unknown,Blue-gray Gnatcatcher,Polioptila caerulea,179853.0,88038.0,BGGN,False,False,25.1000003814697,67.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,True,Forest,Undetermined,6,2018,10
ANTI,NA,ANTI 2,ANTI-0200,Forest,2018,2018-06-26,1900-01-01 07:26:50,1900-01-01 07:36:50,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,Unknown,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,15.5,89.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Forest,Undetermined,6,2018,7
ANTI,NA,ANTI 2,ANTI-0200,Forest,2018,2018-06-26,1900-01-01 07:26:50,1900-01-01 07:36:50,Elizabeth Oswald,2,2.5 - 5 min,Calling,<= 50 Meters,False,Unknown,American Crow,Corvus brachyrhynchos,179731.0,87106.0,AMCR,False,False,15.5,89.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Forest,Undetermined,6,2018,7
ANTI,NA,ANTI 2,ANTI-0200,Forest,2018,2018-06-26,1900-01-01 07:26:50,1900-01-01 07:36:50,Elizabeth Oswald,2,5 - 7.5 min,Singing,50 - 100 Meters,False,Unknown,Acadian Flycatcher,Empidonax virescens,178339.0,85824.0,ACFL,False,True,15.5,89.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Forest,Undetermined,6,2018,7
ANTI,NA,ANTI 2,ANTI-0200,Forest,2018,2018-06-26,1900-01-01 07:26:50,1900-01-01 07:36:50,Elizabeth Oswald,2,0-2.5 min,Calling,50 - 100 Meters,False,Unknown,Blue-gray Gnatcatcher,Polioptila caerulea,179853.0,88038.0,BGGN,False,False,15.5,89.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Forest,Undetermined,6,2018,7
ANTI,NA,ANTI 2,ANTI-0200,Forest,2018,2018-06-26,1900-01-01 07:26:50,1900-01-01 07:36:50,Elizabeth Oswald,2,2.5 - 5 min,Singing,<= 50 Meters,False,Unknown,Carolina Wren,Thryothorus ludovicianus,178581.0,88350.0,CARW,False,False,15.5,89.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Forest,Undetermined,6,2018,7
ANTI,NA,ANTI 2,ANTI-0200,Forest,2018,2018-06-26,1900-01-01 07:26:50,1900-01-01 07:36:50,Elizabeth Oswald,2,5 - 7.5 min,Singing,50 - 100 Meters,False,Undetermined,Chipping Sparrow,Spizella passerina,179435.0,84781.0,CHSP,False,False,15.5,89.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Forest,Undetermined,6,2018,7
ANTI,NA,ANTI 2,ANTI-0200,Forest,2018,2018-06-26,1900-01-01 07:26:50,1900-01-01 07:36:50,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,Unknown,Downy Woodpecker,Picoides pubescens,178259.0,84936.0,DOWO,False,True,15.5,89.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Forest,Undetermined,6,2018,7
ANTI,NA,ANTI 2,ANTI-0200,Forest,2018,2018-06-26,1900-01-01 07:26:50,1900-01-01 07:36:50,Elizabeth Oswald,2,5 - 7.5 min,Singing,<= 50 Meters,False,Unknown,Downy Woodpecker,Picoides pubescens,178259.0,84936.0,DOWO,False,True,15.5,89.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Forest,Undetermined,6,2018,7
ANTI,NA,ANTI 2,ANTI-0200,Forest,2018,2018-06-26,1900-01-01 07:26:50,1900-01-01 07:36:50,Elizabeth Oswald,2,0-2.5 min,Calling,<= 50 Meters,False,Unknown,Eastern Towhee,Pipilo erythrophthalmus,179276.0,83803.0,EATO,False,True,15.5,89.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Forest,Undetermined,6,2018,7
ANTI,NA,ANTI 2,ANTI-0200,Forest,2018,2018-06-26,1900-01-01 07:26:50,1900-01-01 07:36:50,Elizabeth Oswald,2,7.5 - 10 min,Calling,50 - 100 Meters,False,Unknown,American Goldfinch,Spinus tristis,179236.0,95300.0,AMGO,False,False,15.5,89.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Forest,Undetermined,6,2018,7
ANTI,NA,ANTI 2,ANTI-0200,Forest,2018,2018-06-26,1900-01-01 07:26:50,1900-01-01 07:36:50,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Indigo Bunting,Passerina cyanea,179150.0,94257.0,INBU,False,True,15.5,89.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Forest,Undetermined,6,2018,7
ANTI,NA,ANTI 2,ANTI-0200,Forest,2018,2018-06-26,1900-01-01 07:26:50,1900-01-01 07:36:50,Elizabeth Oswald,2,0-2.5 min,Calling,<= 50 Meters,False,Unknown,White-breasted Nuthatch,Sitta carolinensis,178775.0,90935.0,WBNU,False,False,15.5,89.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Forest,Undetermined,6,2018,7
ANTI,NA,ANTI 2,ANTI-0200,Forest,2018,2018-06-26,1900-01-01 07:26:50,1900-01-01 07:36:50,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,Unknown,Eastern Tufted Titmouse,Baeolophus bicolor,554138.0,266957.0,ETTI,False,False,15.5,89.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Forest,Undetermined,6,2018,7
ANTI,NA,ANTI 2,ANTI-0206,Forest,2018,2018-06-26,1900-01-01 07:10:50,1900-01-01 07:20:50,Elizabeth Oswald,2,5 - 7.5 min,Singing,50 - 100 Meters,False,Undetermined,Indigo Bunting,Passerina cyanea,179150.0,94257.0,INBU,False,True,15.6000003814697,89.4000015258789,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,Forest,Undetermined,6,2018,7
ANTI,NA,ANTI 2,ANTI-0206,Forest,2018,2018-06-26,1900-01-01 07:10:50,1900-01-01 07:20:50,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Towhee,Pipilo erythrophthalmus,179276.0,83803.0,EATO,False,True,15.6000003814697,89.4000015258789,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,True,Forest,Undetermined,6,2018,7
ANTI,NA,ANTI 2,ANTI-0206,Forest,2018,2018-06-26,1900-01-01 07:10:50,1900-01-01 07:20:50,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,Unknown,Eastern Tufted Titmouse,Baeolophus bicolor,554138.0,266957.0,ETTI,False,False,15.6000003814697,89.4000015258789,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,True,Forest,Undetermined,6,2018,7
ANTI,NA,ANTI 2,ANTI-0206,Forest,2018,2018-06-26,1900-01-01 07:10:50,1900-01-01 07:20:50,Elizabeth Oswald,2,0-2.5 min,Calling,50 - 100 Meters,False,Unknown,Unidentified Chickadee,Poecile,553526.0,263793.0,UNCH,False,False,15.6000003814697,89.4000015258789,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,True,Forest,Undetermined,6,2018,7
ANTI,NA,ANTI 2,ANTI-0206,Forest,2018,2018-06-26,1900-01-01 07:10:50,1900-01-01 07:20:50,Elizabeth Oswald,2,2.5 - 5 min,Calling,50 - 100 Meters,False,Unknown,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,84865.0,RBWO,False,False,15.6000003814697,89.4000015258789,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,Forest,Undetermined,6,2018,7
ANTI,NA,ANTI 2,ANTI-0206,Forest,2018,2018-06-26,1900-01-01 07:10:50,1900-01-01 07:20:50,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,Unknown,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,15.6000003814697,89.4000015258789,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,True,Forest,Undetermined,6,2018,7
ANTI,NA,ANTI 2,ANTI-0206,Forest,2018,2018-06-26,1900-01-01 07:10:50,1900-01-01 07:20:50,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Wood Thrush,Hylocichla mustelina,179777.0,87156.0,WOTH,True,True,15.6000003814697,89.4000015258789,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,True,Forest,Undetermined,6,2018,7
ANTI,NA,ANTI 2,ANTI-0206,Forest,2018,2018-06-26,1900-01-01 07:10:50,1900-01-01 07:20:50,Elizabeth Oswald,2,2.5 - 5 min,Calling,<= 50 Meters,False,Unknown,Yellow-billed Cuckoo,Coccyzus americanus,177831.0,89102.0,YBCU,False,False,15.6000003814697,89.4000015258789,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,Forest,Undetermined,6,2018,7
ANTI,NA,ANTI 2,ANTI-0206,Forest,2018,2018-06-26,1900-01-01 07:10:50,1900-01-01 07:20:50,Elizabeth Oswald,2,0-2.5 min,Calling,50 - 100 Meters,False,Unknown,American Crow,Corvus brachyrhynchos,179731.0,87106.0,AMCR,False,False,15.6000003814697,89.4000015258789,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,True,Forest,Undetermined,6,2018,7
ANTI,NA,ANTI 2,ANTI-0206,Forest,2018,2018-06-26,1900-01-01 07:10:50,1900-01-01 07:20:50,Elizabeth Oswald,2,2.5 - 5 min,Calling,<= 50 Meters,False,Unknown,American Goldfinch,Spinus tristis,179236.0,95300.0,AMGO,False,False,15.6000003814697,89.4000015258789,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,True,Forest,Undetermined,6,2018,7
ANTI,NA,ANTI 2,ANTI-0206,Forest,2018,2018-06-26,1900-01-01 07:10:50,1900-01-01 07:20:50,Elizabeth Oswald,2,0-2.5 min,Calling,50 - 100 Meters,False,Unknown,Blue-gray Gnatcatcher,Polioptila caerulea,179853.0,88038.0,BGGN,False,False,15.6000003814697,89.4000015258789,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,True,Forest,Undetermined,6,2018,7
ANTI,NA,ANTI 2,ANTI-0206,Forest,2018,2018-06-26,1900-01-01 07:10:50,1900-01-01 07:20:50,Elizabeth Oswald,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Unknown,Carolina Wren,Thryothorus ludovicianus,178581.0,88350.0,CARW,False,False,15.6000003814697,89.4000015258789,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,Forest,Undetermined,6,2018,7
ANTI,NA,ANTI 2,ANTI-0206,Forest,2018,2018-06-26,1900-01-01 07:10:50,1900-01-01 07:20:50,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,Unknown,Downy Woodpecker,Picoides pubescens,178259.0,84936.0,DOWO,False,True,15.6000003814697,89.4000015258789,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,True,Forest,Undetermined,6,2018,7
ANTI,NA,ANTI 2,ANTI-0206,Forest,2018,2018-06-26,1900-01-01 07:10:50,1900-01-01 07:20:50,Elizabeth Oswald,2,0-2.5 min,Singing,<= 50 Meters,False,Unknown,Acadian Flycatcher,Empidonax virescens,178339.0,85824.0,ACFL,False,True,15.6000003814697,89.4000015258789,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,True,Forest,Undetermined,6,2018,7
ANTI,NA,ANTI 2,ANTI-0207,Forest,2018,2018-06-26,1900-01-01 06:54:50,1900-01-01 07:54:50,Elizabeth Oswald,2,5 - 7.5 min,Singing,50 - 100 Meters,False,Unknown,Scarlet Tanager,Piranga olivacea,179883.0,88071.0,SCTA,False,True,15.3999996185303,91.8000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Forest,Undetermined,6,2018,6
ANTI,NA,ANTI 2,ANTI-0207,Forest,2018,2018-06-26,1900-01-01 06:54:50,1900-01-01 07:54:50,Elizabeth Oswald,2,7.5 - 10 min,Singing,50 - 100 Meters,False,Undetermined,Yellow-throated Vireo,Vireo flavifrons,179009.0,93573.0,YTVI,False,True,15.3999996185303,91.8000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Forest,Undetermined,6,2018,6
ANTI,NA,ANTI 2,ANTI-0207,Forest,2018,2018-06-26,1900-01-01 06:54:50,1900-01-01 07:54:50,Elizabeth Oswald,2,0-2.5 min,Calling,50 - 100 Meters,False,Unknown,Yellow-billed Cuckoo,Coccyzus americanus,177831.0,89102.0,YBCU,False,False,15.3999996185303,91.8000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Forest,Undetermined,6,2018,6
ANTI,NA,ANTI 2,ANTI-0207,Forest,2018,2018-06-26,1900-01-01 06:54:50,1900-01-01 07:54:50,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Wood Thrush,Hylocichla mustelina,179777.0,87156.0,WOTH,True,True,15.3999996185303,91.8000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Forest,Undetermined,6,2018,6
ANTI,NA,ANTI 2,ANTI-0207,Forest,2018,2018-06-26,1900-01-01 06:54:50,1900-01-01 07:54:50,Elizabeth Oswald,2,0-2.5 min,Calling,<= 50 Meters,False,Unknown,White-breasted Nuthatch,Sitta carolinensis,178775.0,90935.0,WBNU,False,False,15.3999996185303,91.8000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Forest,Undetermined,6,2018,6
ANTI,NA,ANTI 2,ANTI-0207,Forest,2018,2018-06-26,1900-01-01 06:54:50,1900-01-01 07:54:50,Elizabeth Oswald,2,0-2.5 min,Calling,50 - 100 Meters,False,Unknown,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,84865.0,RBWO,False,False,15.3999996185303,91.8000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Forest,Undetermined,6,2018,6
ANTI,NA,ANTI 2,ANTI-0207,Forest,2018,2018-06-26,1900-01-01 06:54:50,1900-01-01 07:54:50,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,Unknown,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,15.3999996185303,91.8000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Forest,Undetermined,6,2018,6
ANTI,NA,ANTI 2,ANTI-0207,Forest,2018,2018-06-26,1900-01-01 06:54:50,1900-01-01 07:54:50,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,Unknown,Eastern Tufted Titmouse,Baeolophus bicolor,554138.0,266957.0,ETTI,False,False,15.3999996185303,91.8000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Forest,Undetermined,6,2018,6
ANTI,NA,ANTI 2,ANTI-0207,Forest,2018,2018-06-26,1900-01-01 06:54:50,1900-01-01 07:54:50,Elizabeth Oswald,2,0-2.5 min,Calling,50 - 100 Meters,False,Unknown,American Crow,Corvus brachyrhynchos,179731.0,87106.0,AMCR,False,False,15.3999996185303,91.8000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Forest,Undetermined,6,2018,6
ANTI,NA,ANTI 2,ANTI-0207,Forest,2018,2018-06-26,1900-01-01 06:54:50,1900-01-01 07:54:50,Elizabeth Oswald,2,0-2.5 min,Visualization,<= 50 Meters,False,Unknown,Wild Turkey,Meleagris gallopavo,176136.0,86451.0,WITU,False,False,15.3999996185303,91.8000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Forest,Undetermined,6,2018,6
ANTI,NA,ANTI 2,ANTI-0207,Forest,2018,2018-06-26,1900-01-01 06:54:50,1900-01-01 07:54:50,Elizabeth Oswald,2,0-2.5 min,Singing,<= 50 Meters,False,Unknown,Acadian Flycatcher,Empidonax virescens,178339.0,85824.0,ACFL,False,True,15.3999996185303,91.8000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Forest,Undetermined,6,2018,6
ANTI,NA,ANTI 2,ANTI-0207,Forest,2018,2018-06-26,1900-01-01 06:54:50,1900-01-01 07:54:50,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Wood-Pewee,Contopus virens,178359.0,85846.0,EAWP,False,True,15.3999996185303,91.8000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Forest,Undetermined,6,2018,6
ANTI,NA,ANTI 2,ANTI-0207,Forest,2018,2018-06-26,1900-01-01 06:54:50,1900-01-01 07:54:50,Elizabeth Oswald,2,2.5 - 5 min,Singing,<= 50 Meters,False,Unknown,American Goldfinch,Spinus tristis,179236.0,95300.0,AMGO,False,False,15.3999996185303,91.8000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Forest,Undetermined,6,2018,6
ANTI,NA,ANTI 2,ANTI-0207,Forest,2018,2018-06-26,1900-01-01 06:54:50,1900-01-01 07:54:50,Elizabeth Oswald,2,2.5 - 5 min,Calling,<= 50 Meters,False,Unknown,Blue-gray Gnatcatcher,Polioptila caerulea,179853.0,88038.0,BGGN,False,False,15.3999996185303,91.8000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Forest,Undetermined,6,2018,6
ANTI,NA,ANTI 2,ANTI-0207,Forest,2018,2018-06-26,1900-01-01 06:54:50,1900-01-01 07:54:50,Elizabeth Oswald,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Unknown,Carolina Wren,Thryothorus ludovicianus,178581.0,88350.0,CARW,False,False,15.3999996185303,91.8000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Forest,Undetermined,6,2018,6
ANTI,NA,ANTI 2,ANTI-0207,Forest,2018,2018-06-26,1900-01-01 06:54:50,1900-01-01 07:54:50,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Towhee,Pipilo erythrophthalmus,179276.0,83803.0,EATO,False,True,15.3999996185303,91.8000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Forest,Undetermined,6,2018,6
ANTI,NA,ANTI 2,ANTI-0201,Forest,2018,2018-06-26,1900-01-01 06:37:50,1900-01-01 06:47:50,Elizabeth Oswald,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Unknown,Eastern Tufted Titmouse,Baeolophus bicolor,554138.0,266957.0,ETTI,False,False,14.8000001907349,90.9000015258789,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,False,Forest,Undetermined,6,2018,6
ANTI,NA,ANTI 2,ANTI-0201,Forest,2018,2018-06-26,1900-01-01 06:37:50,1900-01-01 06:47:50,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,Unknown,Scarlet Tanager,Piranga olivacea,179883.0,88071.0,SCTA,False,True,14.8000001907349,90.9000015258789,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,True,Forest,Undetermined,6,2018,6
ANTI,NA,ANTI 2,ANTI-0201,Forest,2018,2018-06-26,1900-01-01 06:37:50,1900-01-01 06:47:50,Elizabeth Oswald,2,2.5 - 5 min,Calling,50 - 100 Meters,False,Unknown,Yellow-billed Cuckoo,Coccyzus americanus,177831.0,89102.0,YBCU,False,False,14.8000001907349,90.9000015258789,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,False,Forest,Undetermined,6,2018,6
ANTI,NA,ANTI 2,ANTI-0201,Forest,2018,2018-06-26,1900-01-01 06:37:50,1900-01-01 06:47:50,Elizabeth Oswald,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Yellow-throated Vireo,Vireo flavifrons,179009.0,93573.0,YTVI,False,True,14.8000001907349,90.9000015258789,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,True,Forest,Undetermined,6,2018,6
ANTI,NA,ANTI 2,ANTI-0201,Forest,2018,2018-06-26,1900-01-01 06:37:50,1900-01-01 06:47:50,Elizabeth Oswald,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Wood Thrush,Hylocichla mustelina,179777.0,87156.0,WOTH,True,True,14.8000001907349,90.9000015258789,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,False,Forest,Undetermined,6,2018,6
ANTI,NA,ANTI 2,ANTI-0201,Forest,2018,2018-06-26,1900-01-01 06:37:50,1900-01-01 06:47:50,Elizabeth Oswald,2,2.5 - 5 min,Calling,50 - 100 Meters,False,Unknown,White-breasted Nuthatch,Sitta carolinensis,178775.0,90935.0,WBNU,False,False,14.8000001907349,90.9000015258789,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,False,Forest,Undetermined,6,2018,6
ANTI,NA,ANTI 2,ANTI-0201,Forest,2018,2018-06-26,1900-01-01 06:37:50,1900-01-01 06:47:50,Elizabeth Oswald,2,5 - 7.5 min,Calling,50 - 100 Meters,False,Unknown,Unidentified Chickadee,Poecile,553526.0,263793.0,UNCH,False,False,14.8000001907349,90.9000015258789,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,False,Forest,Undetermined,6,2018,6
