Admin_Unit_Code,Sub_Unit_Code,Site_Name,Plot_Name,Location_Type,Year,Date,Start_Time,End_Time,Observer,Visit,Interval_Length,ID_Method,Distance,Flyover_Observed,Sex,Common_Name,Scientific_Name,AcceptedTSN,Taxon_Code,AOU_Code,PIF_Watchlist_Status,Regional_Stewardship_Status,Temperature,Humidity,Sky,Wind,Disturbance,Initial_Three_Min_Cnt,Habitat
ANTI,NA,ANTI 2,ANTI-0206,Forest,2018,2018-05-24,1900-01-01 10:09:50,1900-01-01 10:19:50,Brian Swimelar,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Eastern Wood-Pewee,Contopus virens,178359.0,85846,EAWP,False,True,26.5,68.5999984741211,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,True,Forest
ANTI,NA,ANTI 2,ANTI-0206,Forest,2018,2018-05-24,1900-01-01 10:09:50,1900-01-01 10:19:50,Brian Swimelar,1,0-2.5 min,Calling,<= 50 Meters,False,Unknown,Carolina Wren,Thryothorus ludovicianus,178581.0,88350,CARW,False,False,26.5,68.5999984741211,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,True,Forest
ANTI,NA,ANTI 2,ANTI-0206,Forest,2018,2018-05-24,1900-01-01 10:09:50,1900-01-01 10:19:50,Brian Swimelar,1,2.5 - 5 min,Calling,50 - 100 Meters,False,Unknown,Pileated Woodpecker,Dryocopus pileatus,178166.0,84833,PIWO,False,False,26.5,68.5999984741211,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,Forest
ANTI,NA,ANTI 2,ANTI-0206,Forest,2018,2018-05-24,1900-01-01 10:09:50,1900-01-01 10:19:50,Brian Swimelar,1,2.5 - 5 min,Singing,50 - 100 Meters,False,Unknown,Acadian Flycatcher,Empidonax virescens,178339.0,85824,ACFL,False,True,26.5,68.5999984741211,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,Forest
ANTI,NA,ANTI 2,ANTI-0206,Forest,2018,2018-05-24,1900-01-01 10:09:50,1900-01-01 10:19:50,Brian Swimelar,1,0-2.5 min,Singing,<= 50 Meters,False,Unknown,Northern Cardinal,Cardinalis cardinalis,179124.0,94228,NOCA,False,False,26.5,68.5999984741211,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,True,Forest
ANTI,NA,ANTI 2,ANTI-0206,Forest,2018,2018-05-24,1900-01-01 10:09:50,1900-01-01 10:19:50,Brian Swimelar,1,5 - 7.5 min,Visualization,<= 50 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,94228,NOCA,False,False,26.5,68.5999984741211,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,Forest
ANTI,NA,ANTI 2,ANTI-0207,Forest,2018,2018-05-24,1900-01-01 10:26:50,1900-01-01 10:36:50,Brian Swimelar,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Eastern Wood-Pewee,Contopus virens,178359.0,85846,EAWP,False,True,25.5,66.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Forest
ANTI,NA,ANTI 2,ANTI-0207,Forest,2018,2018-05-24,1900-01-01 10:26:50,1900-01-01 10:36:50,Brian Swimelar,1,0-2.5 min,Calling,<= 50 Meters,False,Unknown,Pileated Woodpecker,Dryocopus pileatus,178166.0,84833,PIWO,False,False,25.5,66.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Forest
ANTI,NA,ANTI 2,ANTI-0207,Forest,2018,2018-05-24,1900-01-01 10:26:50,1900-01-01 10:36:50,Brian Swimelar,1,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Brown-headed Cowbird,Molothrus ater,179112.0,94215,BHCO,False,False,25.5,66.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Forest
ANTI,NA,ANTI 2,ANTI-0207,Forest,2018,2018-05-24,1900-01-01 10:26:50,1900-01-01 10:36:50,Brian Swimelar,1,2.5 - 5 min,Singing,50 - 100 Meters,False,Unknown,Acadian Flycatcher,Empidonax virescens,178339.0,85824,ACFL,False,True,25.5,66.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Forest
ANTI,NA,ANTI 2,ANTI-0207,Forest,2018,2018-05-24,1900-01-01 10:26:50,1900-01-01 10:36:50,Brian Swimelar,1,0-2.5 min,Calling,<= 50 Meters,False,Unknown,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,84865,RBWO,False,False,25.5,66.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Forest
ANTI,NA,ANTI 2,ANTI-0207,Forest,2018,2018-05-24,1900-01-01 10:26:50,1900-01-01 10:36:50,Brian Swimelar,1,5 - 7.5 min,Calling,50 - 100 Meters,False,Unknown,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,84865,RBWO,False,False,25.5,66.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Forest
ANTI,NA,ANTI 2,ANTI-0207,Forest,2018,2018-05-24,1900-01-01 10:26:50,1900-01-01 10:36:50,Brian Swimelar,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Red-eyed Vireo,Vireo olivaceus,179021.0,93587,REVI,False,False,25.5,66.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Forest
ANTI,NA,ANTI 2,ANTI-0207,Forest,2018,2018-05-24,1900-01-01 10:26:50,1900-01-01 10:36:50,Brian Swimelar,1,5 - 7.5 min,Singing,50 - 100 Meters,False,Undetermined,Wood Thrush,Hylocichla mustelina,179777.0,87156,WOTH,True,True,25.5,66.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Forest
ANTI,NA,ANTI 2,ANTI-0207,Forest,2018,2018-05-24,1900-01-01 10:26:50,1900-01-01 10:36:50,Brian Swimelar,1,7.5 - 10 min,Singing,<= 50 Meters,False,Unknown,Acadian Flycatcher,Empidonax virescens,178339.0,85824,ACFL,False,True,25.5,66.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Forest
ANTI,NA,ANTI 2,ANTI-0207,Forest,2018,2018-05-24,1900-01-01 10:26:50,1900-01-01 10:36:50,Brian Swimelar,1,7.5 - 10 min,Singing,<= 50 Meters,False,Undetermined,American Robin,Turdus migratorius,179759.0,87136,AMRO,False,False,25.5,66.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Forest
ANTI,NA,ANTI 2,ANTI-0207,Forest,2018,2018-05-24,1900-01-01 10:26:50,1900-01-01 10:36:50,Brian Swimelar,1,2.5 - 5 min,Singing,50 - 100 Meters,False,Unknown,Carolina Wren,Thryothorus ludovicianus,178581.0,88350,CARW,False,False,25.5,66.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Forest
ANTI,NA,ANTI 2,ANTI-0207,Forest,2018,2018-05-24,1900-01-01 10:26:50,1900-01-01 10:36:50,Brian Swimelar,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Wood-Pewee,Contopus virens,178359.0,85846,EAWP,False,True,25.5,66.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Forest
ANTI,NA,ANTI 2,ANTI-0201,Forest,2018,2018-05-24,1900-01-01 10:42:50,1900-01-01 10:52:50,Brian Swimelar,1,0-2.5 min,Singing,<= 50 Meters,False,Unknown,Acadian Flycatcher,Empidonax virescens,178339.0,85824,ACFL,False,True,25.8999996185303,55.2000007629395,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Forest
ANTI,NA,ANTI 2,ANTI-0201,Forest,2018,2018-05-24,1900-01-01 10:42:50,1900-01-01 10:52:50,Brian Swimelar,1,7.5 - 10 min,Singing,50 - 100 Meters,False,Unknown,Acadian Flycatcher,Empidonax virescens,178339.0,85824,ACFL,False,True,25.8999996185303,55.2000007629395,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Forest
ANTI,NA,ANTI 2,ANTI-0201,Forest,2018,2018-05-24,1900-01-01 10:42:50,1900-01-01 10:52:50,Brian Swimelar,1,7.5 - 10 min,Calling,50 - 100 Meters,False,Unknown,Carolina Wren,Thryothorus ludovicianus,178581.0,88350,CARW,False,False,25.8999996185303,55.2000007629395,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Forest
ANTI,NA,ANTI 2,ANTI-0201,Forest,2018,2018-05-24,1900-01-01 10:42:50,1900-01-01 10:52:50,Brian Swimelar,1,0-2.5 min,Singing,<= 50 Meters,False,Unknown,Carolina Wren,Thryothorus ludovicianus,178581.0,88350,CARW,False,False,25.8999996185303,55.2000007629395,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Forest
ANTI,NA,ANTI 2,ANTI-0201,Forest,2018,2018-05-24,1900-01-01 10:42:50,1900-01-01 10:52:50,Brian Swimelar,1,2.5 - 5 min,Singing,50 - 100 Meters,False,Unknown,Mourning Dove,Zenaida macroura,177125.0,82737,MODO,False,False,25.8999996185303,55.2000007629395,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Forest
ANTI,NA,ANTI 2,ANTI-0201,Forest,2018,2018-05-24,1900-01-01 10:42:50,1900-01-01 10:52:50,Brian Swimelar,1,5 - 7.5 min,Singing,<= 50 Meters,False,Undetermined,Eastern Phoebe,Sayornis phoebe,178329.0,85813,EAPH,False,False,25.8999996185303,55.2000007629395,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Forest
ANTI,NA,ANTI 2,ANTI-0201,Forest,2018,2018-05-24,1900-01-01 10:42:50,1900-01-01 10:52:50,Brian Swimelar,1,5 - 7.5 min,Singing,<= 50 Meters,False,Unknown,Eastern Tufted Titmouse,Baeolophus bicolor,554138.0,266957,ETTI,False,False,25.8999996185303,55.2000007629395,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Forest
ANTI,NA,ANTI 2,ANTI-0201,Forest,2018,2018-05-24,1900-01-01 10:42:50,1900-01-01 10:52:50,Brian Swimelar,1,0-2.5 min,Singing,<= 50 Meters,False,Unknown,Great Crested Flycatcher,Myiarchus crinitus,178309.0,85791,GCFL,False,False,25.8999996185303,55.2000007629395,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Forest
ANTI,NA,ANTI 2,ANTI-0201,Forest,2018,2018-05-24,1900-01-01 10:42:50,1900-01-01 10:52:50,Brian Swimelar,1,5 - 7.5 min,Singing,50 - 100 Meters,False,Unknown,Northern Cardinal,Cardinalis cardinalis,179124.0,94228,NOCA,False,False,25.8999996185303,55.2000007629395,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Forest
ANTI,NA,ANTI 2,ANTI-0201,Forest,2018,2018-05-24,1900-01-01 10:42:50,1900-01-01 10:52:50,Brian Swimelar,1,2.5 - 5 min,Calling,<= 50 Meters,False,Unknown,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,84865,RBWO,False,False,25.8999996185303,55.2000007629395,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Forest
ANTI,NA,ANTI 2,ANTI-0201,Forest,2018,2018-05-24,1900-01-01 10:42:50,1900-01-01 10:52:50,Brian Swimelar,1,0-2.5 min,Calling,50 - 100 Meters,False,Unknown,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,84865,RBWO,False,False,25.8999996185303,55.2000007629395,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Forest
ANTI,NA,ANTI 2,ANTI-0201,Forest,2018,2018-05-24,1900-01-01 10:42:50,1900-01-01 10:52:50,Brian Swimelar,1,5 - 7.5 min,Singing,<= 50 Meters,False,Unknown,American Goldfinch,Spinus tristis,179236.0,95300,AMGO,False,False,25.8999996185303,55.2000007629395,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Forest
ANTI,NA,ANTI 2,ANTI-0201,Forest,2018,2018-05-24,1900-01-01 10:42:50,1900-01-01 10:52:50,Brian Swimelar,1,0-2.5 min,Singing,50 - 100 Meters,False,Unknown,Northern Cardinal,Cardinalis cardinalis,179124.0,94228,NOCA,False,False,25.8999996185303,55.2000007629395,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Forest
ANTI,NA,ANTI 1,ANTI-0025,Forest,2018,2018-06-25,1900-01-01 05:39:50,1900-01-01 05:49:50,Kimberly Serno,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Indigo Bunting,Passerina cyanea,179150.0,94257,INBU,False,True,22.8999996185303,68.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Forest
ANTI,NA,ANTI 1,ANTI-0025,Forest,2018,2018-06-25,1900-01-01 05:39:50,1900-01-01 05:49:50,Kimberly Serno,2,5 - 7.5 min,Visualization,Not recorded,True,Unknown,Red-winged Blackbird,Agelaius phoeniceus,179045.0,93613,RWBL,False,False,22.8999996185303,68.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,Forest
ANTI,NA,ANTI 1,ANTI-0025,Forest,2018,2018-06-25,1900-01-01 05:39:50,1900-01-01 05:49:50,Kimberly Serno,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Red-winged Blackbird,Agelaius phoeniceus,179045.0,93613,RWBL,False,False,22.8999996185303,68.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,Forest
ANTI,NA,ANTI 1,ANTI-0025,Forest,2018,2018-06-25,1900-01-01 05:39:50,1900-01-01 05:49:50,Kimberly Serno,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Red-winged Blackbird,Agelaius phoeniceus,179045.0,93613,RWBL,False,False,22.8999996185303,68.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Forest
ANTI,NA,ANTI 1,ANTI-0025,Forest,2018,2018-06-25,1900-01-01 05:39:50,1900-01-01 05:49:50,Kimberly Serno,2,0-2.5 min,Singing,50 - 100 Meters,False,Unknown,Northern Cardinal,Cardinalis cardinalis,179124.0,94228,NOCA,False,False,22.8999996185303,68.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Forest
ANTI,NA,ANTI 1,ANTI-0025,Forest,2018,2018-06-25,1900-01-01 05:39:50,1900-01-01 05:49:50,Kimberly Serno,2,2.5 - 5 min,Calling,<= 50 Meters,False,Unknown,Mourning Dove,Zenaida macroura,177125.0,82737,MODO,False,False,22.8999996185303,68.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,Forest
ANTI,NA,ANTI 1,ANTI-0025,Forest,2018,2018-06-25,1900-01-01 05:39:50,1900-01-01 05:49:50,Kimberly Serno,2,0-2.5 min,Calling,<= 50 Meters,False,Unknown,Mourning Dove,Zenaida macroura,177125.0,82737,MODO,False,False,22.8999996185303,68.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Forest
ANTI,NA,ANTI 1,ANTI-0025,Forest,2018,2018-06-25,1900-01-01 05:39:50,1900-01-01 05:49:50,Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Indigo Bunting,Passerina cyanea,179150.0,94257,INBU,False,True,22.8999996185303,68.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Forest
ANTI,NA,ANTI 1,ANTI-0025,Forest,2018,2018-06-25,1900-01-01 05:39:50,1900-01-01 05:49:50,Kimberly Serno,2,2.5 - 5 min,Calling,<= 50 Meters,False,Unknown,American Goldfinch,Spinus tristis,179236.0,95300,AMGO,False,False,22.8999996185303,68.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,Forest
ANTI,NA,ANTI 1,ANTI-0025,Forest,2018,2018-06-25,1900-01-01 05:39:50,1900-01-01 05:49:50,Kimberly Serno,2,7.5 - 10 min,Calling,<= 50 Meters,False,Unknown,American Goldfinch,Spinus tristis,179236.0,95300,AMGO,False,False,22.8999996185303,68.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,Forest
ANTI,NA,ANTI 1,ANTI-0025,Forest,2018,2018-06-25,1900-01-01 05:39:50,1900-01-01 05:49:50,Kimberly Serno,2,5 - 7.5 min,Singing,50 - 100 Meters,False,Unknown,Carolina Wren,Thryothorus ludovicianus,178581.0,88350,CARW,False,False,22.8999996185303,68.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,Forest
ANTI,NA,ANTI 1,ANTI-0025,Forest,2018,2018-06-25,1900-01-01 05:39:50,1900-01-01 05:49:50,Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Field Sparrow,Spizella pusilla,179443.0,84790,FISP,False,True,22.8999996185303,68.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Forest
ANTI,NA,ANTI 1,ANTI-0025,Forest,2018,2018-06-25,1900-01-01 05:39:50,1900-01-01 05:49:50,Kimberly Serno,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Field Sparrow,Spizella pusilla,179443.0,84790,FISP,False,True,22.8999996185303,68.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Forest
ANTI,NA,ANTI 1,ANTI-0036,Forest,2018,2018-06-25,1900-01-01 08:16:50,1900-01-01 08:26:50,Kimberly Serno,2,0-2.5 min,Calling,50 - 100 Meters,False,Unknown,American Crow,Corvus brachyrhynchos,179731.0,87106,AMCR,False,False,22.3999996185303,78.8000030517578,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,True,Forest
ANTI,NA,ANTI 1,ANTI-0036,Forest,2018,2018-06-25,1900-01-01 08:16:50,1900-01-01 08:26:50,Kimberly Serno,2,7.5 - 10 min,Singing,50 - 100 Meters,False,Unknown,Northern Cardinal,Cardinalis cardinalis,179124.0,94228,NOCA,False,False,22.3999996185303,78.8000030517578,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,Forest
ANTI,NA,ANTI 1,ANTI-0036,Forest,2018,2018-06-25,1900-01-01 08:16:50,1900-01-01 08:26:50,Kimberly Serno,2,7.5 - 10 min,Singing,50 - 100 Meters,False,Unknown,Northern Mockingbird,Mimus polyglottos,178620.0,88394,NOMO,False,False,22.3999996185303,78.8000030517578,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,Forest
ANTI,NA,ANTI 1,ANTI-0036,Forest,2018,2018-06-25,1900-01-01 08:16:50,1900-01-01 08:26:50,Kimberly Serno,2,0-2.5 min,Singing,50 - 100 Meters,False,Unknown,Northern Cardinal,Cardinalis cardinalis,179124.0,94228,NOCA,False,False,22.3999996185303,78.8000030517578,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,True,Forest
ANTI,NA,ANTI 1,ANTI-0036,Forest,2018,2018-06-25,1900-01-01 08:16:50,1900-01-01 08:26:50,Kimberly Serno,2,5 - 7.5 min,Singing,50 - 100 Meters,False,Unknown,Eastern Bluebird,Sialia sialis,179801.0,87184,EABL,False,False,22.3999996185303,78.8000030517578,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,Forest
ANTI,NA,ANTI 1,ANTI-0036,Forest,2018,2018-06-25,1900-01-01 08:16:50,1900-01-01 08:26:50,Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,False,Unknown,Northern Cardinal,Cardinalis cardinalis,179124.0,94228,NOCA,False,False,22.3999996185303,78.8000030517578,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,True,Forest
ANTI,NA,ANTI 1,ANTI-0036,Forest,2018,2018-06-25,1900-01-01 08:16:50,1900-01-01 08:26:50,Kimberly Serno,2,2.5 - 5 min,Calling,50 - 100 Meters,False,Unknown,Mourning Dove,Zenaida macroura,177125.0,82737,MODO,False,False,22.3999996185303,78.8000030517578,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,Forest
ANTI,NA,ANTI 1,ANTI-0036,Forest,2018,2018-06-25,1900-01-01 08:16:50,1900-01-01 08:26:50,Kimberly Serno,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Field Sparrow,Spizella pusilla,179443.0,84790,FISP,False,True,22.3999996185303,78.8000030517578,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,True,Forest
ANTI,NA,ANTI 1,ANTI-0036,Forest,2018,2018-06-25,1900-01-01 08:16:50,1900-01-01 08:26:50,Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Indigo Bunting,Passerina cyanea,179150.0,94257,INBU,False,True,22.3999996185303,78.8000030517578,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,True,Forest
ANTI,NA,ANTI 1,ANTI-0036,Forest,2018,2018-06-25,1900-01-01 08:16:50,1900-01-01 08:26:50,Kimberly Serno,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Indigo Bunting,Passerina cyanea,179150.0,94257,INBU,False,True,22.3999996185303,78.8000030517578,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,True,Forest
ANTI,NA,ANTI 1,ANTI-0036,Forest,2018,2018-06-25,1900-01-01 08:16:50,1900-01-01 08:26:50,Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Chipping Sparrow,Spizella passerina,179435.0,84781,CHSP,False,False,22.3999996185303,78.8000030517578,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,True,Forest
ANTI,NA,ANTI 1,ANTI-0036,Forest,2018,2018-06-25,1900-01-01 08:16:50,1900-01-01 08:26:50,Kimberly Serno,2,7.5 - 10 min,Calling,50 - 100 Meters,False,Unknown,Yellow-billed Cuckoo,Coccyzus americanus,177831.0,89102,YBCU,False,False,22.3999996185303,78.8000030517578,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,Forest
ANTI,NA,ANTI 1,ANTI-0036,Forest,2018,2018-06-25,1900-01-01 08:16:50,1900-01-01 08:26:50,Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Eastern Towhee,Pipilo erythrophthalmus,179276.0,83803,EATO,False,True,22.3999996185303,78.8000030517578,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,True,Forest
ANTI,NA,ANTI 1,ANTI-0036,Forest,2018,2018-06-25,1900-01-01 08:16:50,1900-01-01 08:26:50,Kimberly Serno,2,5 - 7.5 min,Calling,<= 50 Meters,False,Unknown,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,84865,RBWO,False,False,22.3999996185303,78.8000030517578,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,Forest
ANTI,NA,ANTI 1,ANTI-0036,Forest,2018,2018-06-25,1900-01-01 08:16:50,1900-01-01 08:26:50,Kimberly Serno,2,7.5 - 10 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Towhee,Pipilo erythrophthalmus,179276.0,83803,EATO,False,True,22.3999996185303,78.8000030517578,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,Forest
ANTI,NA,ANTI 1,ANTI-0072,Forest,2018,2018-06-26,1900-01-01 06:11:50,1900-01-01 06:21:50,Kimberly Serno,2,5 - 7.5 min,Singing,50 - 100 Meters,False,Undetermined,Wood Thrush,Hylocichla mustelina,179777.0,87156,WOTH,True,True,17.8999996185303,71.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,Forest
ANTI,NA,ANTI 1,ANTI-0072,Forest,2018,2018-06-26,1900-01-01 06:11:50,1900-01-01 06:21:50,Kimberly Serno,2,0-2.5 min,Singing,50 - 100 Meters,False,Unknown,Northern Cardinal,Cardinalis cardinalis,179124.0,94228,NOCA,False,False,17.8999996185303,71.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Forest
ANTI,NA,ANTI 1,ANTI-0072,Forest,2018,2018-06-26,1900-01-01 06:11:50,1900-01-01 06:21:50,Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,False,Unknown,Northern Cardinal,Cardinalis cardinalis,179124.0,94228,NOCA,False,False,17.8999996185303,71.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Forest
ANTI,NA,ANTI 1,ANTI-0072,Forest,2018,2018-06-26,1900-01-01 06:11:50,1900-01-01 06:21:50,Kimberly Serno,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Unknown,Carolina Wren,Thryothorus ludovicianus,178581.0,88350,CARW,False,False,17.8999996185303,71.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,Forest
ANTI,NA,ANTI 1,ANTI-0072,Forest,2018,2018-06-26,1900-01-01 06:11:50,1900-01-01 06:21:50,Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,False,Unknown,Carolina Wren,Thryothorus ludovicianus,178581.0,88350,CARW,False,False,17.8999996185303,71.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Forest
ANTI,NA,ANTI 1,ANTI-0072,Forest,2018,2018-06-26,1900-01-01 06:11:50,1900-01-01 06:21:50,Kimberly Serno,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Field Sparrow,Spizella pusilla,179443.0,84790,FISP,False,True,17.8999996185303,71.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Forest
ANTI,NA,ANTI 1,ANTI-0072,Forest,2018,2018-06-26,1900-01-01 06:11:50,1900-01-01 06:21:50,Kimberly Serno,2,0-2.5 min,Calling,50 - 100 Meters,False,Unknown,American Goldfinch,Spinus tristis,179236.0,95300,AMGO,False,False,17.8999996185303,71.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Forest
ANTI,NA,ANTI 1,ANTI-0072,Forest,2018,2018-06-26,1900-01-01 06:11:50,1900-01-01 06:21:50,Kimberly Serno,2,2.5 - 5 min,Calling,50 - 100 Meters,False,Unknown,American Crow,Corvus brachyrhynchos,179731.0,87106,AMCR,False,False,17.8999996185303,71.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,Forest
ANTI,NA,ANTI 1,ANTI-0072,Forest,2018,2018-06-26,1900-01-01 06:11:50,1900-01-01 06:21:50,Kimberly Serno,2,0-2.5 min,Calling,50 - 100 Meters,False,Unknown,American Crow,Corvus brachyrhynchos,179731.0,87106,AMCR,False,False,17.8999996185303,71.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Forest
ANTI,NA,ANTI 1,ANTI-0072,Forest,2018,2018-06-26,1900-01-01 06:11:50,1900-01-01 06:21:50,Kimberly Serno,2,2.5 - 5 min,Calling,50 - 100 Meters,False,Unknown,Mourning Dove,Zenaida macroura,177125.0,82737,MODO,False,False,17.8999996185303,71.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Forest
